student_id,gender,age,math_score,reading_score,writing_score,attendance_rate,study_hours_per_week,parental_education,internet_access,lunch,test_preparation_course,average_score
8336.0,male,20.0,32.0,83.0,40.0,55.18,39.5,high school,,free/reduced,completed,51.666666666666664
9744.0,male,,84.0,,11.0,52.71,32.7,phd,no,free/reduced,completed,36.0
1397.0,male,,97.0,67.0,50.0,62.55,37.9,bachelor,yes,standard,none,71.33333333333333
5326.0,female,,,87.0,78.0,68.95,38.2,phd,no,,none,
10986.0,female,16.0,88.0,8.0,6.0,59.71,14.8,phd,,standard,,34.0
8382.0,male,15.0,37.0,80.0,79.0,86.83,2.9,phd,,free/reduced,completed,65.33333333333333
7160.0,female,17.0,6.0,11.0,90.0,80.36,22.6,,yes,standard,completed,
6668.0,male,20.0,72.0,36.0,35.0,54.33,30.4,,no,free/reduced,none,47.666666666666664
11886.0,female,20.0,43.0,41.0,89.0,89.0,22.5,,yes,standard,,57.666666666666664
11095.0,male,21.0,,27.0,,68.15,26.6,bachelor,yes,standard,none,51.666666666666664
2227.0,male,,78.0,84.0,12.0,88.16,23.8,,,free/reduced,completed,58.0
7776.0,male,19.0,18.0,31.0,73.0,53.95,27.7,bachelor,no,standard,completed,
3727.0,female,21.0,69.0,96.0,61.0,92.62,3.8,high school,,free/reduced,none,75.33333333333333
2217.0,female,21.0,80.0,51.0,92.0,55.21,24.9,high school,,,none,
11877.0,,17.0,28.0,93.0,61.0,87.71,2.9,,,standard,none,60.666666666666664
5545.0,female,15.0,60.0,70.0,99.0,75.94,12.1,bachelor,,free/reduced,,76.33333333333333
10720.0,female,15.0,55.0,13.0,39.0,63.45,1.5,,no,standard,completed,35.666666666666664
9022.0,male,19.0,12.0,56.0,57.0,98.43,30.5,,,free/reduced,none,41.666666666666664
11794.0,female,,61.0,15.0,13.0,88.07,39.1,bachelor,no,standard,none,29.666666666666668
7729.0,male,20.0,7.0,21.0,83.0,59.63,7.6,,yes,standard,none,37.0
3580.0,male,18.0,77.0,54.0,17.0,74.03,9.9,,yes,standard,completed,49.333333333333336
6332.0,female,16.0,55.0,66.0,60.0,67.2,24.7,,,standard,completed,60.333333333333336
2451.0,male,15.0,76.0,37.0,82.0,61.02,37.1,phd,,standard,none,65.0
10457.0,male,21.0,48.0,77.0,28.0,90.95,25.7,,no,free/reduced,completed,51.0
11560.0,male,16.0,84.0,52.0,,75.24,8.4,phd,,free/reduced,none,64.33333333333333
10883.0,male,19.0,86.0,0.0,38.0,71.14,34.9,master,no,free/reduced,completed,41.333333333333336
,male,19.0,96.0,35.0,71.0,75.78,3.8,phd,yes,standard,none,67.33333333333333
1990.0,male,19.0,77.0,3.0,,91.52,1.4,,no,standard,completed,30.666666666666668
9183.0,female,19.0,24.0,29.0,12.0,55.1,21.4,high school,,free/reduced,completed,21.666666666666668
9550.0,female,,94.0,52.0,58.0,73.27,6.0,master,,free/reduced,completed,68.0
2186.0,male,21.0,,,53.0,66.25,24.0,,yes,standard,completed,61.666666666666664
10346.0,female,20.0,33.0,48.0,8.0,77.24,5.7,master,yes,free/reduced,completed,29.666666666666668
3849.0,male,20.0,35.0,1.0,49.0,61.94,,master,no,free/reduced,completed,28.333333333333332
7265.0,male,20.0,60.0,81.0,,54.94,34.6,bachelor,,free/reduced,none,47.333333333333336
5992.0,male,20.0,75.0,1.0,63.0,83.11,17.9,bachelor,,standard,completed,46.333333333333336
3515.0,,16.0,85.0,62.0,47.0,64.46,13.3,high school,no,free/reduced,none,64.66666666666667
9489.0,female,20.0,33.0,65.0,81.0,94.95,26.3,bachelor,no,free/reduced,completed,59.666666666666664
10758.0,female,15.0,95.0,28.0,96.0,92.12,10.6,bachelor,no,free/reduced,completed,73.0
,male,18.0,,66.0,93.0,88.29,35.6,master,no,free/reduced,completed,82.66666666666667
287.0,male,15.0,25.0,38.0,47.0,97.97,14.5,bachelor,,standard,none,
3378.0,female,18.0,99.0,,49.0,,29.1,,yes,standard,,74.66666666666667
1371.0,male,21.0,46.0,32.0,61.0,79.21,35.0,,yes,free/reduced,completed,46.333333333333336
53.0,male,21.0,77.0,80.0,57.0,79.53,20.4,bachelor,,standard,completed,71.33333333333333
6170.0,female,17.0,85.0,28.0,3.0,69.34,20.4,phd,,standard,none,38.666666666666664
10645.0,female,15.0,62.0,14.0,46.0,95.13,20.7,high school,no,free/reduced,completed,40.666666666666664
11093.0,female,16.0,14.0,36.0,80.0,60.84,14.0,,,standard,none,43.333333333333336
6959.0,female,21.0,49.0,87.0,36.0,82.82,,master,,free/reduced,none,57.333333333333336
2358.0,male,17.0,36.0,48.0,99.0,72.52,8.1,bachelor,,free/reduced,completed,61.0
9983.0,female,19.0,76.0,22.0,,91.88,39.9,high school,yes,,completed,
2346.0,female,21.0,62.0,98.0,57.0,72.33,14.3,,yes,free/reduced,,
8586.0,female,17.0,,74.0,73.0,96.33,1.2,high school,,standard,,74.33333333333333
10259.0,female,16.0,12.0,,16.0,64.08,12.7,bachelor,,,completed,16.0
8084.0,male,15.0,22.0,82.0,88.0,,1.7,,,standard,completed,64.0
3939.0,male,17.0,2.0,37.0,40.0,59.37,18.3,bachelor,no,free/reduced,completed,
6659.0,male,17.0,75.0,,63.0,52.58,27.1,,,standard,none,
,male,15.0,72.0,89.0,6.0,96.18,,phd,,free/reduced,completed,55.666666666666664
3248.0,,16.0,29.0,25.0,61.0,82.16,37.4,,yes,free/reduced,none,38.333333333333336
2869.0,,19.0,45.0,34.0,12.0,92.27,25.9,,,standard,,30.333333333333332
6485.0,male,21.0,59.0,15.0,23.0,98.21,2.5,phd,yes,standard,none,32.333333333333336
1917.0,,20.0,96.0,24.0,53.0,61.08,38.6,phd,,standard,,57.666666666666664
1462.0,male,17.0,14.0,16.0,,95.79,19.6,,no,free/reduced,completed,27.333333333333332
2766.0,female,19.0,84.0,97.0,59.0,55.43,24.9,bachelor,,free/reduced,completed,80.0
,male,16.0,86.0,57.0,,89.8,1.4,phd,,free/reduced,none,60.666666666666664
,male,17.0,18.0,19.0,70.0,53.74,3.5,high school,,free/reduced,none,35.666666666666664
11772.0,male,16.0,20.0,45.0,7.0,66.25,17.2,bachelor,yes,,completed,
,male,16.0,69.0,25.0,66.0,67.62,,phd,,standard,none,53.333333333333336
396.0,female,18.0,41.0,31.0,75.0,64.98,10.3,high school,yes,standard,none,49.0
1728.0,male,18.0,67.0,80.0,67.0,87.86,4.3,,yes,,completed,
,male,,57.0,21.0,86.0,59.66,16.4,,no,standard,completed,54.666666666666664
295.0,,15.0,25.0,33.0,70.0,80.12,8.9,,,free/reduced,none,42.666666666666664
7030.0,female,17.0,74.0,94.0,89.0,93.08,34.3,,no,,none,85.66666666666667
11909.0,male,,63.0,,78.0,,18.8,master,yes,standard,,56.0
9254.0,male,19.0,20.0,90.0,45.0,55.31,5.0,bachelor,,free/reduced,none,51.666666666666664
,female,19.0,32.0,1.0,91.0,52.7,4.4,phd,yes,free/reduced,completed,41.333333333333336
10360.0,female,16.0,,5.0,40.0,66.52,19.0,phd,,free/reduced,none,43.333333333333336
5119.0,male,18.0,56.0,86.0,42.0,98.46,6.1,,,standard,completed,61.333333333333336
2465.0,male,17.0,12.0,,53.0,59.21,28.6,phd,yes,free/reduced,none,23.0
,male,19.0,81.0,88.0,,53.86,3.0,bachelor,no,free/reduced,completed,75.66666666666667
,male,17.0,44.0,10.0,96.0,70.53,23.0,,yes,free/reduced,completed,50.0
,female,18.0,69.0,89.0,25.0,76.43,24.5,bachelor,no,free/reduced,completed,61.0
1391.0,,,63.0,,0.0,55.07,9.7,,yes,standard,completed,28.333333333333332
3373.0,female,19.0,32.0,89.0,,77.86,28.0,phd,yes,standard,completed,59.666666666666664
4291.0,male,15.0,32.0,66.0,23.0,98.49,,phd,yes,free/reduced,none,40.333333333333336
10092.0,female,18.0,40.0,78.0,11.0,76.9,19.2,,,standard,none,43.0
4859.0,male,18.0,64.0,29.0,70.0,62.6,,high school,no,free/reduced,completed,54.333333333333336
10114.0,,20.0,2.0,21.0,56.0,69.04,25.9,master,,,completed,26.333333333333332
5744.0,female,16.0,87.0,68.0,51.0,65.1,27.6,,yes,,none,68.66666666666667
11590.0,female,21.0,,88.0,81.0,66.76,18.1,,no,free/reduced,none,57.666666666666664
2417.0,female,17.0,88.0,61.0,37.0,71.75,0.9,high school,no,free/reduced,none,62.0
4763.0,female,19.0,7.0,19.0,97.0,72.79,25.2,phd,no,standard,none,
6208.0,,21.0,75.0,87.0,37.0,53.27,8.1,,no,free/reduced,completed,66.33333333333333
2514.0,female,,87.0,39.0,24.0,63.07,34.9,high school,no,standard,none,50.0
7794.0,male,20.0,94.0,30.0,47.0,61.02,13.4,,no,standard,none,57.0
1058.0,male,,86.0,,27.0,98.16,12.5,bachelor,no,,none,61.0
3241.0,female,21.0,57.0,80.0,35.0,86.15,21.5,,yes,standard,completed,57.333333333333336
11791.0,male,,8.0,60.0,99.0,57.92,7.5,bachelor,,free/reduced,none,55.666666666666664
10105.0,female,18.0,9.0,45.0,31.0,67.2,2.3,high school,yes,free/reduced,none,28.333333333333332
4923.0,female,18.0,21.0,51.0,24.0,,20.3,,no,standard,completed,32.0
10044.0,male,19.0,98.0,51.0,,62.0,23.1,high school,,free/reduced,completed,56.0
9421.0,male,17.0,85.0,61.0,20.0,81.97,16.4,,no,standard,none,55.333333333333336
9315.0,male,17.0,0.0,54.0,68.0,96.5,,high school,,standard,none,40.666666666666664
7012.0,male,17.0,95.0,76.0,81.0,67.24,3.8,,yes,free/reduced,completed,84.0
5467.0,female,19.0,22.0,27.0,26.0,64.34,9.0,bachelor,yes,standard,,25.0
,female,17.0,99.0,59.0,38.0,60.84,18.1,high school,,free/reduced,none,65.33333333333333
6780.0,female,21.0,39.0,66.0,6.0,86.11,20.5,master,,free/reduced,none,37.0
43.0,female,21.0,49.0,79.0,96.0,63.39,38.2,high school,yes,free/reduced,none,74.66666666666667
4775.0,male,18.0,64.0,27.0,,70.51,7.1,bachelor,,free/reduced,none,46.333333333333336
10160.0,female,18.0,,89.0,64.0,72.58,15.9,master,,standard,completed,82.0
6623.0,female,18.0,29.0,71.0,38.0,79.24,38.8,master,no,free/reduced,completed,46.0
5129.0,male,16.0,29.0,8.0,22.0,69.67,,high school,yes,standard,none,19.666666666666668
6856.0,male,21.0,76.0,,82.0,66.21,,,yes,free/reduced,none,69.66666666666667
10934.0,male,21.0,74.0,25.0,63.0,99.15,15.0,phd,,free/reduced,completed,54.0
5598.0,female,19.0,59.0,,,65.11,31.9,bachelor,yes,standard,none,51.0
4430.0,,16.0,80.0,62.0,,99.53,13.3,master,no,free/reduced,none,72.33333333333333
3485.0,female,20.0,40.0,66.0,55.0,75.06,18.3,,no,standard,completed,53.666666666666664
1733.0,male,17.0,68.0,81.0,23.0,90.7,,phd,no,standard,none,57.333333333333336
486.0,female,18.0,39.0,52.0,84.0,89.77,34.0,high school,no,free/reduced,none,58.333333333333336
9212.0,male,16.0,28.0,,3.0,,35.9,bachelor,yes,standard,none,28.333333333333332
4020.0,female,18.0,2.0,33.0,62.0,92.8,12.5,bachelor,no,standard,,32.333333333333336
6451.0,,17.0,13.0,,,68.21,25.1,master,yes,standard,,37.0
2597.0,male,19.0,85.0,34.0,62.0,79.86,4.1,master,yes,free/reduced,none,60.333333333333336
8739.0,male,16.0,31.0,,93.0,82.91,25.2,master,no,standard,completed,51.666666666666664
1375.0,male,,65.0,,54.0,79.03,17.2,phd,,standard,none,53.0
8124.0,male,20.0,68.0,92.0,12.0,,5.2,bachelor,yes,free/reduced,completed,57.333333333333336
6452.0,male,,97.0,31.0,80.0,57.84,33.7,high school,,free/reduced,completed,69.33333333333333
9531.0,female,19.0,17.0,55.0,36.0,56.65,5.8,,no,free/reduced,completed,36.0
1356.0,,16.0,45.0,30.0,,52.67,24.1,master,,,completed,33.333333333333336
5979.0,female,21.0,53.0,82.0,31.0,84.78,28.5,high school,,free/reduced,none,55.333333333333336
2024.0,male,20.0,82.0,2.0,41.0,98.77,,bachelor,,free/reduced,completed,41.666666666666664
1186.0,female,17.0,71.0,,68.0,,9.9,high school,no,free/reduced,completed,68.66666666666667
4983.0,male,20.0,88.0,71.0,97.0,,31.3,bachelor,,free/reduced,completed,85.33333333333333
9693.0,male,21.0,36.0,92.0,58.0,95.56,33.6,high school,no,free/reduced,completed,62.0
3631.0,female,16.0,38.0,63.0,20.0,80.41,18.3,master,,free/reduced,none,40.333333333333336
1472.0,,16.0,78.0,93.0,34.0,77.02,3.5,high school,,free/reduced,none,68.33333333333333
,female,15.0,10.0,65.0,25.0,72.62,39.1,bachelor,,free/reduced,none,33.333333333333336
11018.0,female,20.0,93.0,38.0,5.0,93.11,35.4,master,no,standard,completed,45.333333333333336
9281.0,female,21.0,61.0,30.0,18.0,90.47,,phd,no,free/reduced,completed,36.333333333333336
7860.0,male,16.0,93.0,11.0,15.0,84.29,9.0,high school,,free/reduced,completed,39.666666666666664
11136.0,male,21.0,49.0,85.0,94.0,97.54,6.2,high school,yes,free/reduced,,76.0
1293.0,,15.0,25.0,89.0,15.0,86.05,16.0,bachelor,no,standard,none,43.0
366.0,male,18.0,31.0,,72.0,70.68,9.6,phd,yes,standard,,42.333333333333336
1455.0,male,16.0,58.0,44.0,30.0,98.45,23.3,,,standard,completed,44.0
10305.0,male,17.0,11.0,75.0,77.0,82.55,8.6,bachelor,yes,free/reduced,none,54.333333333333336
3412.0,male,,,60.0,4.0,91.8,35.1,high school,yes,free/reduced,completed,53.333333333333336
5090.0,male,20.0,35.0,4.0,45.0,,30.7,phd,,free/reduced,none,28.0
3533.0,female,,37.0,14.0,,,15.0,high school,no,free/reduced,completed,30.666666666666668
7521.0,female,16.0,75.0,97.0,93.0,58.1,36.3,master,,free/reduced,none,88.33333333333333
9596.0,female,17.0,96.0,85.0,30.0,72.08,39.9,phd,,standard,none,70.33333333333333
1562.0,female,21.0,99.0,60.0,71.0,50.11,19.4,phd,no,standard,,76.66666666666667
6029.0,male,19.0,14.0,69.0,80.0,66.48,6.0,,no,free/reduced,none,54.333333333333336
10928.0,male,21.0,,99.0,33.0,92.02,12.4,,yes,free/reduced,completed,62.333333333333336
9657.0,male,18.0,42.0,81.0,52.0,61.55,7.9,high school,no,standard,,58.333333333333336
2622.0,male,20.0,29.0,2.0,87.0,51.46,29.0,high school,yes,standard,,39.333333333333336
6099.0,male,20.0,72.0,56.0,,74.4,11.5,master,,standard,none,66.33333333333333
6419.0,female,21.0,74.0,10.0,96.0,51.43,,,yes,free/reduced,none,
11974.0,male,15.0,17.0,90.0,27.0,94.37,,bachelor,,free/reduced,completed,
5212.0,male,15.0,26.0,52.0,50.0,88.34,31.5,phd,no,standard,none,42.666666666666664
3280.0,female,19.0,23.0,87.0,77.0,56.12,39.7,,no,standard,completed,62.333333333333336
1936.0,female,16.0,12.0,41.0,91.0,84.37,28.5,high school,,,none,48.0
2800.0,male,17.0,77.0,0.0,55.0,76.1,35.9,master,,standard,completed,44.0
4776.0,female,17.0,28.0,85.0,88.0,76.47,26.0,,yes,standard,none,67.0
7577.0,female,20.0,,100.0,80.0,89.09,18.9,master,yes,free/reduced,none,75.0
,male,16.0,53.0,52.0,45.0,90.15,38.4,high school,no,standard,none,50.0
5270.0,male,17.0,3.0,34.0,,99.23,31.1,phd,yes,free/reduced,completed,40.666666666666664
3458.0,male,19.0,17.0,2.0,16.0,69.44,7.3,master,yes,standard,,11.666666666666666
1192.0,male,15.0,75.0,2.0,87.0,61.34,30.7,high school,no,free/reduced,completed,54.666666666666664
5426.0,male,15.0,42.0,52.0,44.0,94.5,14.0,,no,standard,none,46.0
6035.0,female,,,55.0,45.0,71.0,1.4,master,no,free/reduced,none,59.333333333333336
2767.0,female,20.0,53.0,25.0,86.0,91.7,39.2,bachelor,no,free/reduced,completed,54.666666666666664
4865.0,male,15.0,27.0,42.0,,92.37,,master,no,free/reduced,none,27.333333333333332
10452.0,,18.0,68.0,65.0,,93.65,27.8,phd,,free/reduced,none,71.66666666666667
4129.0,female,20.0,65.0,4.0,99.0,75.74,34.7,,,free/reduced,completed,56.0
2624.0,female,16.0,44.0,72.0,16.0,53.14,16.0,,,,completed,44.0
7047.0,female,17.0,6.0,58.0,26.0,55.63,0.2,high school,no,free/reduced,completed,30.0
11952.0,male,16.0,49.0,59.0,96.0,80.45,24.8,high school,yes,free/reduced,none,68.0
4095.0,female,15.0,22.0,61.0,65.0,93.37,23.9,master,,standard,completed,49.333333333333336
8282.0,female,20.0,100.0,15.0,89.0,,26.6,master,no,free/reduced,none,68.0
,female,15.0,,40.0,83.0,61.9,32.3,high school,,free/reduced,,49.0
11538.0,female,20.0,15.0,68.0,,82.15,14.0,high school,yes,free/reduced,completed,
,female,15.0,83.0,16.0,96.0,52.45,19.1,,yes,standard,none,65.0
6508.0,male,21.0,79.0,98.0,40.0,77.72,8.6,phd,yes,free/reduced,none,72.33333333333333
4295.0,male,17.0,53.0,52.0,7.0,91.15,,bachelor,,standard,none,
10209.0,female,20.0,42.0,66.0,24.0,,1.4,phd,no,standard,,44.0
989.0,female,19.0,31.0,98.0,33.0,62.25,26.4,,no,standard,none,54.0
10177.0,female,21.0,58.0,81.0,57.0,,0.9,master,,free/reduced,none,65.33333333333333
11054.0,,16.0,69.0,17.0,72.0,92.19,34.0,,,free/reduced,none,52.666666666666664
6273.0,male,20.0,51.0,41.0,70.0,70.71,27.0,high school,,free/reduced,none,54.0
4416.0,male,18.0,44.0,87.0,20.0,99.79,30.4,bachelor,no,standard,completed,50.333333333333336
4650.0,female,,19.0,6.0,93.0,76.65,39.1,,yes,standard,completed,
1404.0,female,17.0,59.0,31.0,,97.94,7.8,phd,,free/reduced,none,42.0
10227.0,female,19.0,76.0,11.0,58.0,57.42,36.6,bachelor,,standard,none,48.333333333333336
3513.0,male,18.0,63.0,9.0,13.0,64.23,10.0,,yes,standard,none,28.333333333333332
10718.0,female,16.0,32.0,,70.0,86.16,1.0,master,no,standard,none,61.666666666666664
4558.0,female,18.0,84.0,12.0,3.0,71.77,8.0,,yes,free/reduced,completed,33.0
,male,15.0,36.0,11.0,23.0,,20.9,,no,free/reduced,completed,23.333333333333332
8211.0,male,20.0,,76.0,66.0,64.76,27.5,high school,no,standard,completed,57.0
4462.0,male,19.0,66.0,47.0,25.0,77.22,22.8,phd,no,standard,completed,46.0
4703.0,,16.0,39.0,27.0,23.0,78.64,,,,free/reduced,completed,29.666666666666668
11747.0,male,18.0,13.0,28.0,74.0,55.63,37.6,high school,no,free/reduced,completed,38.333333333333336
11446.0,male,21.0,91.0,51.0,29.0,64.42,23.6,master,no,free/reduced,none,57.0
10907.0,male,15.0,14.0,35.0,60.0,57.46,,,no,free/reduced,none,36.333333333333336
9349.0,,21.0,53.0,100.0,11.0,63.31,30.3,master,no,free/reduced,none,54.666666666666664
4854.0,male,21.0,89.0,79.0,32.0,57.56,33.5,phd,no,standard,none,66.66666666666667
8514.0,male,19.0,49.0,68.0,81.0,97.05,29.9,,yes,standard,completed,66.0
10400.0,female,17.0,71.0,7.0,78.0,73.3,24.7,phd,,,none,52.0
8956.0,male,16.0,35.0,10.0,93.0,61.11,35.2,bachelor,,free/reduced,completed,46.0
3407.0,,16.0,10.0,95.0,47.0,51.51,18.5,master,no,free/reduced,none,50.666666666666664
,male,19.0,36.0,98.0,,52.38,1.5,,no,free/reduced,none,52.333333333333336
3757.0,male,16.0,,,100.0,66.59,37.8,bachelor,,free/reduced,completed,91.33333333333333
1634.0,male,19.0,24.0,,,98.59,20.9,phd,yes,free/reduced,completed,
3440.0,male,,45.0,22.0,,78.14,11.5,master,,free/reduced,completed,34.333333333333336
6597.0,female,15.0,46.0,23.0,91.0,50.24,34.0,bachelor,yes,,completed,53.333333333333336
10310.0,male,20.0,,64.0,8.0,82.63,34.9,,no,standard,none,50.666666666666664
10709.0,male,17.0,38.0,33.0,35.0,87.28,0.2,phd,yes,standard,completed,35.333333333333336
9161.0,male,20.0,76.0,,67.0,83.41,36.0,bachelor,no,free/reduced,,57.333333333333336
8128.0,female,15.0,92.0,70.0,95.0,87.25,9.3,,,standard,completed,85.66666666666667
5179.0,female,19.0,30.0,81.0,12.0,78.03,20.5,master,yes,standard,completed,41.0
2063.0,male,18.0,89.0,0.0,36.0,99.25,27.7,,no,free/reduced,completed,41.666666666666664
,,15.0,30.0,3.0,85.0,74.33,14.4,,no,free/reduced,,39.333333333333336
7427.0,male,17.0,4.0,18.0,,75.78,34.3,,,standard,,
2225.0,female,21.0,97.0,,37.0,,29.5,high school,,,none,67.66666666666667
10380.0,male,18.0,67.0,45.0,68.0,57.05,26.6,,no,standard,completed,60.0
10807.0,,15.0,44.0,36.0,70.0,60.81,36.4,phd,yes,free/reduced,none,50.0
405.0,female,21.0,78.0,,93.0,84.75,21.8,high school,no,free/reduced,completed,66.0
5034.0,female,21.0,82.0,52.0,65.0,66.14,2.7,master,no,standard,completed,66.33333333333333
10061.0,female,21.0,3.0,99.0,7.0,82.71,16.8,bachelor,,,none,
6218.0,female,16.0,29.0,6.0,26.0,88.49,18.6,,no,,completed,20.333333333333332
9238.0,male,15.0,25.0,29.0,54.0,,19.7,,,free/reduced,none,36.0
402.0,female,17.0,80.0,4.0,67.0,86.67,22.2,phd,,free/reduced,completed,50.333333333333336
11195.0,male,20.0,,62.0,61.0,76.5,40.0,,,,none,64.0
9903.0,male,21.0,10.0,84.0,7.0,68.78,20.1,,no,free/reduced,none,33.666666666666664
545.0,male,18.0,15.0,13.0,28.0,91.16,3.1,bachelor,,standard,none,18.666666666666668
7664.0,male,,95.0,87.0,83.0,81.79,29.3,bachelor,yes,free/reduced,completed,88.33333333333333
2623.0,female,18.0,,22.0,81.0,88.88,25.8,,no,,,
6416.0,female,,15.0,49.0,88.0,73.53,11.4,phd,,free/reduced,none,50.666666666666664
10008.0,,18.0,9.0,17.0,,60.13,0.4,high school,yes,standard,completed,40.333333333333336
10076.0,female,15.0,,27.0,1.0,91.82,23.0,phd,no,standard,completed,21.0
2780.0,male,15.0,85.0,43.0,57.0,68.41,29.5,bachelor,yes,free/reduced,none,61.666666666666664
6774.0,male,19.0,21.0,94.0,82.0,95.37,11.5,bachelor,yes,standard,completed,65.66666666666667
8608.0,,21.0,21.0,58.0,,67.05,20.7,,,,none,54.0
11396.0,male,16.0,77.0,,1.0,82.05,4.5,phd,,free/reduced,none,39.666666666666664
8184.0,female,18.0,40.0,84.0,58.0,79.0,,,,standard,completed,60.666666666666664
,male,21.0,71.0,52.0,19.0,94.13,26.3,bachelor,yes,free/reduced,none,
3566.0,female,,97.0,,44.0,,10.4,master,,free/reduced,,56.333333333333336
7293.0,female,19.0,18.0,57.0,40.0,,27.7,phd,,free/reduced,none,38.333333333333336
1685.0,male,20.0,90.0,82.0,60.0,66.17,5.0,master,yes,standard,completed,77.33333333333333
2619.0,male,19.0,8.0,83.0,90.0,,10.0,,,free/reduced,none,60.333333333333336
10374.0,female,18.0,77.0,70.0,54.0,93.4,1.9,,yes,free/reduced,completed,67.0
9833.0,female,18.0,31.0,93.0,80.0,83.01,39.4,,no,standard,completed,68.0
11013.0,female,,51.0,,,88.0,14.6,,no,standard,none,65.0
3911.0,female,19.0,46.0,23.0,5.0,73.78,37.1,phd,yes,standard,,24.666666666666668
7086.0,female,18.0,62.0,,28.0,87.4,0.4,,no,free/reduced,completed,55.666666666666664
5976.0,male,19.0,81.0,10.0,100.0,51.64,36.3,master,,free/reduced,completed,63.666666666666664
11263.0,male,20.0,35.0,17.0,88.0,79.61,17.9,,no,free/reduced,none,46.666666666666664
4335.0,female,19.0,20.0,86.0,23.0,83.53,5.2,bachelor,yes,free/reduced,none,43.0
1110.0,male,15.0,,99.0,63.0,89.16,5.4,high school,,,,69.66666666666667
6487.0,,15.0,91.0,,,57.3,,phd,,free/reduced,none,60.666666666666664
3707.0,male,20.0,23.0,26.0,46.0,98.79,35.0,phd,yes,standard,completed,31.666666666666668
718.0,female,15.0,78.0,42.0,66.0,70.61,20.6,phd,no,free/reduced,completed,62.0
,male,15.0,62.0,38.0,23.0,97.74,8.0,bachelor,no,standard,none,41.0
244.0,male,17.0,81.0,9.0,90.0,65.14,15.4,master,,standard,completed,60.0
5917.0,male,20.0,,46.0,93.0,,19.9,,yes,free/reduced,completed,53.333333333333336
6554.0,male,15.0,,100.0,7.0,65.39,8.5,phd,,free/reduced,none,38.666666666666664
4321.0,male,19.0,9.0,73.0,30.0,74.39,22.1,high school,,,completed,37.333333333333336
6939.0,female,18.0,38.0,,14.0,77.37,6.6,,no,free/reduced,none,26.0
6990.0,male,20.0,53.0,,48.0,74.17,9.0,,,standard,completed,60.333333333333336
10306.0,male,17.0,,70.0,,50.12,37.8,high school,yes,free/reduced,none,61.666666666666664
9215.0,male,18.0,99.0,73.0,92.0,56.36,28.2,bachelor,yes,standard,completed,88.0
5850.0,female,18.0,59.0,86.0,56.0,75.29,28.9,phd,,free/reduced,completed,
